# This file lists special protos that Gazelle knows how to import. This is used to generate
# code for proto and Go resolvers.
#
# Generated by internal/language/proto/gen/update_proto_csv.go
# Do not edit directly.
#
# proto name,proto label,go import path,go proto label
google/protobuf/any.proto,@com_google_protobuf//:any_proto,github.com/golang/protobuf/ptypes/any,@io_bazel_rules_go//proto/wkt:any_go_proto
google/ads/googleads/v0/resources/billing_setup.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/campaign.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/campaign_audience_view.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/campaign_bid_modifier.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/campaign_budget.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/campaign_criterion.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/campaign_feed.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/campaign_group.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/campaign_shared_set.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/carrier_constant.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/change_status.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/conversion_action.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/customer.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/customer_client.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/customer_client_link.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/customer_feed.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/customer_manager_link.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/display_keyword_view.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/feed.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/feed_item.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/feed_mapping.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/gender_view.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/geo_target_constant.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/google_ads_field.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/hotel_group_view.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/hotel_performance_view.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/keyword_plan.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/keyword_plan_ad_group.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/keyword_plan_campaign.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/keyword_plan_keyword.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/keyword_plan_negative_keyword.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/keyword_view.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/language_constant.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/managed_placement_view.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/media_file.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/parental_status_view.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/payments_account.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/product_group_view.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/recommendation.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/search_term_view.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/shared_criterion.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/shared_set.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/topic_constant.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/topic_view.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/user_interest.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/user_list.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/resources/video.proto,@go_googleapis//google/ads/googleads/v0/resources:resources_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/resources,@go_googleapis//google/ads/googleads/v0/resources:resources_go_proto
google/ads/googleads/v0/services/account_budget_proposal_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/account_budget_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/ad_group_ad_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/ad_group_audience_view_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/ad_group_bid_modifier_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/ad_group_criterion_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/ad_group_feed_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/ad_group_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/age_range_view_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/bidding_strategy_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/billing_setup_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/campaign_audience_view_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/campaign_bid_modifier_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/campaign_budget_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/campaign_criterion_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/campaign_feed_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/campaign_group_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/campaign_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/campaign_shared_set_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/carrier_constant_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/change_status_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/conversion_action_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/customer_client_link_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/customer_client_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/customer_feed_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/customer_manager_link_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/customer_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/display_keyword_view_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/feed_item_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/feed_mapping_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/feed_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/gender_view_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/geo_target_constant_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/google_ads_field_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/google_ads_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/hotel_group_view_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/hotel_performance_view_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/keyword_plan_ad_group_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/keyword_plan_campaign_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/keyword_plan_idea_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/keyword_plan_keyword_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/keyword_plan_negative_keyword_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/keyword_plan_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/keyword_view_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/language_constant_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/managed_placement_view_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/media_file_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/parental_status_view_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/payments_account_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/product_group_view_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/recommendation_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/search_term_view_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/shared_criterion_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/shared_set_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/topic_constant_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/topic_view_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/user_interest_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/user_list_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/ads/googleads/v0/services/video_service.proto,@go_googleapis//google/ads/googleads/v0/services:services_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/services,@go_googleapis//google/ads/googleads/v0/services:services_go_proto
google/api/annotations.proto,@go_googleapis//google/api:annotations_proto,google.golang.org/genproto/googleapis/api/annotations,@go_googleapis//google/api:annotations_go_proto
google/api/auth.proto,@go_googleapis//google/api:serviceconfig_proto,google.golang.org/genproto/googleapis/api/serviceconfig,@go_googleapis//google/api:serviceconfig_go_proto
google/api/backend.proto,@go_googleapis//google/api:serviceconfig_proto,google.golang.org/genproto/googleapis/api/serviceconfig,@go_googleapis//google/api:serviceconfig_go_proto
google/api/billing.proto,@go_googleapis//google/api:serviceconfig_proto,google.golang.org/genproto/googleapis/api/serviceconfig,@go_googleapis//google/api:serviceconfig_go_proto
google/api/config_change.proto,@go_googleapis//google/api:configchange_proto,google.golang.org/genproto/googleapis/api/configchange,@go_googleapis//google/api:configchange_go_proto
google/api/consumer.proto,@go_googleapis//google/api:serviceconfig_proto,google.golang.org/genproto/googleapis/api/serviceconfig,@go_googleapis//google/api:serviceconfig_go_proto
google/api/context.proto,@go_googleapis//google/api:serviceconfig_proto,google.golang.org/genproto/googleapis/api/serviceconfig,@go_googleapis//google/api:serviceconfig_go_proto
google/api/control.proto,@go_googleapis//google/api:serviceconfig_proto,google.golang.org/genproto/googleapis/api/serviceconfig,@go_googleapis//google/api:serviceconfig_go_proto
google/api/distribution.proto,@go_googleapis//google/api:distribution_proto,google.golang.org/genproto/googleapis/api/distribution,@go_googleapis//google/api:distribution_go_proto
google/api/documentation.proto,@go_googleapis//google/api:serviceconfig_proto,google.golang.org/genproto/googleapis/api/serviceconfig,@go_googleapis//google/api:serviceconfig_go_proto
google/api/endpoint.proto,@go_googleapis//google/api:serviceconfig_proto,google.golang.org/genproto/googleapis/api/serviceconfig,@go_googleapis//google/api:serviceconfig_go_proto
google/api/experimental/authorization_config.proto,@go_googleapis//google/api:api_proto,google.golang.org/genproto/googleapis/api,@go_googleapis//google/api:api_go_proto
google/api/experimental/experimental.proto,@go_googleapis//google/api:api_proto,google.golang.org/genproto/googleapis/api,@go_googleapis//google/api:api_go_proto
google/api/expr/v1alpha1/cel_service.proto,@go_googleapis//google/api/expr/v1alpha1:expr_proto,google.golang.org/genproto/googleapis/api/expr/v1alpha1,@go_googleapis//google/api/expr/v1alpha1:expr_go_proto
google/api/expr/v1alpha1/checked.proto,@go_googleapis//google/api/expr/v1alpha1:expr_proto,google.golang.org/genproto/googleapis/api/expr/v1alpha1,@go_googleapis//google/api/expr/v1alpha1:expr_go_proto
google/api/expr/v1alpha1/conformance_service.proto,@go_googleapis//google/api/expr/v1alpha1:expr_proto,google.golang.org/genproto/googleapis/api/expr/v1alpha1,@go_googleapis//google/api/expr/v1alpha1:expr_go_proto
google/api/expr/v1alpha1/eval.proto,@go_googleapis//google/api/expr/v1alpha1:expr_proto,google.golang.org/genproto/googleapis/api/expr/v1alpha1,@go_googleapis//google/api/expr/v1alpha1:expr_go_proto
google/api/expr/v1alpha1/explain.proto,@go_googleapis//google/api/expr/v1alpha1:expr_proto,google.golang.org/genproto/googleapis/api/expr/v1alpha1,@go_googleapis//google/api/expr/v1alpha1:expr_go_proto
google/api/expr/v1alpha1/syntax.proto,@go_googleapis//google/api/expr/v1alpha1:expr_proto,google.golang.org/genproto/googleapis/api/expr/v1alpha1,@go_googleapis//google/api/expr/v1alpha1:expr_go_proto
google/api/expr/v1alpha1/value.proto,@go_googleapis//google/api/expr/v1alpha1:expr_proto,google.golang.org/genproto/googleapis/api/expr/v1alpha1,@go_googleapis//google/api/expr/v1alpha1:expr_go_proto
google/api/expr/v1beta1/decl.proto,@go_googleapis//google/api/expr/v1beta1:expr_proto,google.golang.org/genproto/googleapis/api/expr/v1beta1,@go_googleapis//google/api/expr/v1beta1:expr_go_proto
google/api/expr/v1beta1/eval.proto,@go_googleapis//google/api/expr/v1beta1:expr_proto,google.golang.org/genproto/googleapis/api/expr/v1beta1,@go_googleapis//google/api/expr/v1beta1:expr_go_proto
